number,name,abiliy_1,abiliy_2,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,colour,safari_zone_flee_rate,against_water,against_normal,against_fire,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,egg_group_3
483,Dialga,pressure,,Temporal Pokémon,5.41,682.97,30,30720,"1,250,000 ",Slow,0,White,0,0.5,0.5,1,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,,,100,120,120,150,100,90,
401,Kricketot,shed skin,,Cricket Pokémon,0.3,2.27,255,3840,"1,059,860 ",Medium Slow,70,Red,0,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,37,25,41,25,41,25,
259,Marshtomp,torrent,,Mud Fish Pokémon,0.71,27.99,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,1,1,0.5,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Monster,Water 1,70,85,70,60,70,50,
117,Seadra,poison point,sniper,Dragon Pokémon,1.19,24.95,75,5120,"1,000,000 ",Medium Fast,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Dragon,Water 1,55,65,95,95,45,85,
034,Nidoking,poison point,rivalry,Drill Pokémon,1.4,62.01,45,5120,"1,059,860 ",Medium Slow,70,Purple,0,2,1,1,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,Ground,Monster,81,92,77,85,75,85,
257,Blaziken,blaze,,Blaze Pokémon,1.91,51.98,45,5120,"1,059,860 ",Medium Slow,70,Red,0,2,1,0.5,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,,Ground,80,120,70,110,70,80,
081,Magnemite,magnet pull,sturdy,Magnet Pokémon,0.3,5.9,190,5120,"1,000,000 ",Medium Fast,70,Gray,90,1,0.5,2,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,,Mineral,25,35,70,95,55,45,
067,Machoke,guts,no guard,Superpower Pokémon,1.5,70.31,90,5120,"1,059,860 ",Medium Slow,70,Gray,60,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,HumanShape,80,100,70,50,60,45,
277,Swellow,guts,,Swallow Pokémon,0.71,19.82,45,3840,"1,059,860 ",Medium Slow,70,Blue,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,60,85,60,50,50,125,
035,Clefairy,cute charm,magic guard,Fairy Pokémon,0.61,7.48,150,2560,"800,000 ",Fast,140,Pink,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Moon Stone - 5%,Fairy,70,45,48,60,65,35,
087,Dewgong,thick fat,hydration,Sea Lion Pokémon,1.7,120.2,75,5120,"1,000,000 ",Medium Fast,70,White,0,0.5,1,1,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Ground,Water 1,90,70,80,70,95,70,
074,Geodude,rock head,sturdy,Rock Pokémon,0.41,19.96,255,3840,"1,059,860 ",Medium Slow,70,Brown,90,4,0.5,0.5,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,,Mineral,40,80,100,30,30,20,
397,Staravia,intimidate,,Starling Pokémon,0.61,15.51,120,3840,"1,059,860 ",Medium Slow,70,Brown,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,55,75,50,40,40,80,
470,Leafeon,leaf guard,,Verdant Pokémon,0.99,25.49,45,8960,"1,000,000 ",Medium Fast,35,Green,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Ground,65,110,130,60,65,95,
339,Barboach,oblivious,anticipation,Whiskers Pokémon,0.41,1.91,190,5120,"1,000,000 ",Medium Fast,70,Gray,120,1,1,0.5,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,,Water 2,50,48,43,46,41,60,
430,Honchkrow,insomnia,super luck,Big Boss Pokémon,0.89,27.31,30,5120,"1,059,860 ",Medium Slow,35,Black,0,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,,Flying,100,125,52,105,52,71,
152,Chikorita,overgrow,,Leaf Pokémon,0.89,6.4,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Monster,Plant,45,49,65,49,65,45,
161,Sentret,run away,keen eye,Scout Pokémon,0.79,5.99,255,3840,"1,000,000 ",Medium Fast,70,Brown,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,35,46,34,35,45,20,
493,Arceus,multitype,,Alpha Pokémon,3.2,320.01,3,30720,"1,250,000 ",Slow,0,Gray,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,120,120,120,120,120,120,
145,Zapdos,pressure,,Electric Pokémon,1.6,52.62,3,20480,"1,250,000 ",Slow,35,Yellow,0,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,,,90,90,85,125,90,100,
472,Gliscor,hyper cutter,sand veil,Fang Scorp Pokémon,2.01,42.41,30,5120,"1,059,860 ",Medium Slow,70,Purple,0,2,1,1,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,,Bug,75,95,125,45,75,95,
216,Teddiursa,pickup,quick feet,Little Bear Pokémon,0.61,8.8,120,5120,"1,000,000 ",Medium Fast,70,Brown,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,60,80,50,50,50,40,
109,Koffing,levitate,,Poison Gas Pokémon,0.61,0.91,190,5120,"1,000,000 ",Medium Fast,70,Purple,90,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Indeterminate,40,65,95,60,45,35,
083,Farfetch'd,keen eye,inner focus,Wild Duck Pokémon,0.79,15.01,45,5120,"1,000,000 ",Medium Fast,70,Brown,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,Ground,Flying,52,65,55,58,62,60,
417,Pachirisu,run away,pickup,EleSquirrel Pokémon,0.41,3.9,200,2560,"1,000,000 ",Medium Fast,100,White,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Ground,Fairy,60,45,70,45,90,95,
438,Bonsly,sturdy,rock head,Bonsai Pokémon,0.51,14.97,255,5120,"1,000,000 ",Medium Fast,70,Brown,0,2,0.5,0.5,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,,50,80,95,10,45,10,
398,Staraptor,intimidate,,Predator Pokémon,1.19,24.95,45,3840,"1,059,860 ",Medium Slow,70,Brown,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,85,120,70,50,50,100,
024,Arbok,intimidate,shed skin,Cobra Pokémon,3.51,65.0,90,5120,"1,000,000 ",Medium Fast,70,Purple,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Ground,Dragon,60,85,69,65,79,80,
014,Kakuna,shed skin,,Cocoon Pokémon,0.61,9.98,120,3840,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,2,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,45,25,50,25,25,35,
376,Metagross,clear body,,Iron Leg Pokémon,1.6,549.98,3,10240,"1,250,000 ",Slow,35,Blue,0,1,0.5,2,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,1,0.5,1,0.5,,Mineral,80,135,130,95,90,70,
451,Skorupi,battle armor,sniper,Scorpion Pokémon,0.79,12.02,120,5120,"1,250,000 ",Slow,70,Purple,120,1,1,2,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,Bug,Water 3,40,50,90,30,55,65,
268,Cascoon,shed skin,,Cocoon Pokémon,0.71,11.52,120,3840,"1,000,000 ",Medium Fast,70,Purple,0,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,50,35,55,25,25,15,
295,Exploud,soundproof,,Loud Noise Pokémon,1.5,84.01,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Ground,Monster,104,91,63,91,63,68,
410,Shieldon,sturdy,,Shield Pokémon,0.51,57.02,45,7680,"600,000 ",Erratic,70,Gray,0,2,0.25,1,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,30,42,118,42,88,30,
336,Seviper,shed skin,,Fang Snake Pokémon,2.69,52.48,90,5120,"1,640,000 ",Fluctuating,70,Black,90,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Ground,Dragon,73,100,60,100,60,65,
361,Snorunt,inner focus,ice body,Snow Hat Pokémon,0.71,16.78,190,5120,"1,000,000 ",Medium Fast,70,Gray,0,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,Mineral,Fairy,50,50,50,50,50,50,
169,Crobat,inner focus,,Bat Pokémon,1.8,74.98,90,3840,"1,000,000 ",Medium Fast,70,Purple,0,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,,Flying,85,90,80,70,80,130,
413,Wormadam,anticipation,,Bagworm Pokémon,0.51,6.49,45,3840,"1,000,000 ",Medium Fast,70,Gray,0,1,0.5,4,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,60,59,85,79,105,36,
413.1,Wormadam_sandy,anticipation,,Bagworm Pokémon,0.51,6.49,45,3840,"1,000,000 ",Medium Fast,70,Gray,0,1,0.5,4,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,60,79,105,59,85,36,
413.2,Wormadam_trash,anticipation,,Bagworm Pokémon,0.51,6.49,45,3840,"1,000,000 ",Medium Fast,70,Gray,0,1,0.5,4,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,60,69,95,69,95,36,
225,Delibird,vital spirit,hustle,Delivery Pokémon,0.89,16.01,45,5120,"800,000 ",Fast,70,Red,0,1,1,2,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,Ground,Water 1,45,55,45,65,45,75,
267,Beautifly,swarm,,Butterfly Pokémon,0.99,28.39,45,3840,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,2,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,60,70,50,90,50,65,
357,Tropius,chlorophyll,solar power,Fruit Pokémon,2.01,100.02,200,6400,"1,250,000 ",Slow,70,Green,60,0.5,1,2,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Monster,Plant,99,68,83,72,87,51,
428,Lopunny,cute charm,klutz,Rabbit Pokémon,1.19,33.29,60,5120,"1,000,000 ",Medium Fast,140,Brown,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Ground,HumanShape,65,76,84,54,96,105,
214,Heracross,swarm,guts,Singlehorn Pokémon,1.5,54.43,45,6400,"1,250,000 ",Slow,70,Blue,0,1,1,2,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,,Bug,80,125,75,40,95,85,
148,Dragonair,shed skin,,Dragon Pokémon,3.99,16.51,45,10240,"1,250,000 ",Slow,35,Blue,90,0.5,1,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Dragon,Water 1,61,84,65,70,70,70,
280,Ralts,synchronize,trace,Feeling Pokémon,0.41,6.62,235,5120,"1,250,000 ",Slow,35,White,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Indeterminate,28,25,25,45,35,40,
425,Drifloon,aftermath,unburden,Balloon Pokémon,0.41,1.18,125,7680,"1,640,000 ",Fluctuating,70,Purple,0,1,0,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,,Indeterminate,90,50,34,60,44,70,
309,Electrike,static,lightningrod,Lightning Pokémon,0.61,15.2,120,5120,"1,250,000 ",Slow,70,Green,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Ground,40,45,40,65,40,65,
002,Ivysaur,overgrow,,Seed Pokémon,0.99,13.02,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Monster,Plant,60,62,63,80,80,60,
068,Machamp,guts,no guard,Superpower Pokémon,1.6,130.18,45,5120,"1,059,860 ",Medium Slow,70,Gray,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,HumanShape,90,130,80,65,85,55,
390,Chimchar,blaze,,Chimp Pokémon,0.48,6.35,45,5120,"1,059,860 ",Medium Slow,70,Brown,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Ground,HumanShape,44,58,44,58,44,61,
290,Nincada,compoundeyes,,Trainee Pokémon,0.51,5.49,255,3840,"600,000 ",Erratic,70,Gray,0,2,1,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,,Bug,31,45,90,30,30,40,
406,Budew,natural cure,poison point,Bud Pokémon,0.2,1.18,255,5120,"1,059,860 ",Medium Slow,70,Green,120,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,,40,30,35,50,70,55,
315,Roselia,natural cure,poison point,Thorn Pokémon,0.3,2.0,150,5120,"1,059,860 ",Medium Slow,70,Green,60,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Plant,Fairy,50,60,45,100,80,65,
263,Zigzagoon,pickup,gluttony,Tinyracoon Pokémon,0.41,17.51,255,3840,"1,000,000 ",Medium Fast,70,Brown,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,38,30,41,30,41,60,
319,Sharpedo,rough skin,,Brutal Pokémon,1.8,88.81,60,5120,"1,250,000 ",Slow,35,Blue,0,0.5,1,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,,Water 2,70,120,40,95,40,95,
454,Toxicroak,anticipation,dry skin,Toxic Mouth Pokémon,1.3,44.41,75,5120,"1,000,000 ",Medium Fast,70,Blue,120,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,,HumanShape,83,106,65,86,65,85,
059,Arcanine,intimidate,flash fire,Legendary Pokémon,1.91,154.99,75,5120,"1,250,000 ",Slow,70,Brown,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Ground,90,110,80,100,80,95,
202,Wobbuffet,shadow tag,,Patient Pokémon,1.3,28.58,45,5120,"1,000,000 ",Medium Fast,70,Blue,60,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Indeterminate,190,33,58,33,58,33,
306,Aggron,sturdy,rock head,Iron Armor Pokémon,2.11,360.02,45,8960,"1,250,000 ",Slow,35,Gray,0,2,0.25,1,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,70,110,180,60,60,50,
222,Corsola,hustle,natural cure,Coral Pokémon,0.61,4.99,60,5120,"800,000 ",Fast,70,Pink,0,1,0.5,0.25,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 3,Water 1,55,55,85,65,85,35,
181,Ampharos,static,,Light Pokémon,1.4,61.51,45,5120,"1,059,860 ",Medium Slow,70,Yellow,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Ground,Monster,90,75,75,115,90,55,
342,Crawdaunt,hyper cutter,shell armor,Rogue Pokémon,1.09,32.79,155,3840,"1,640,000 ",Fluctuating,70,Red,0,0.5,1,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,Water 3,Water 1,63,120,85,90,55,55,
258,Mudkip,torrent,,Mud Fish Pokémon,0.41,7.62,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Monster,Water 1,50,70,50,50,50,40,
134,Vaporeon,water absorb,,Bubble Jet Pokémon,0.99,28.98,45,8960,"1,000,000 ",Medium Fast,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Ground,130,65,60,110,95,65,
403,Shinx,rivalry,intimidate,Flash Pokémon,0.51,9.53,235,5120,"1,059,860 ",Medium Slow,70,Blue,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Ground,45,65,34,40,34,45,
360,Wynaut,shadow tag,,Bright Pokémon,0.61,14.02,125,5120,"1,000,000 ",Medium Fast,70,Blue,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,95,23,48,23,48,23,
333,Swablu,natural cure,,Cotton Bird Pokémon,0.41,1.18,255,5120,"600,000 ",Erratic,70,Blue,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,Flying,Dragon,45,40,60,40,75,50,
457,Lumineon,swift swim,storm drain,Neon Pokémon,1.19,24.45,75,5120,"600,000 ",Erratic,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 2,69,69,76,69,86,91,
053,Persian,limber,technician,Classy Cat Pokémon,0.99,31.98,90,5120,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,65,70,60,65,65,115,
027,Sandshrew,sand veil,,Mouse Pokémon,0.61,11.79,255,5120,"1,000,000 ",Medium Fast,70,Yellow,90,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Ground,50,75,85,20,30,40,
091,Cloyster,shell armor,skill link,Bivalve Pokémon,1.5,132.49,60,5120,"1,250,000 ",Slow,70,Purple,0,0.5,1,1,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Water 3,Big Pearl - 5%,50,95,180,85,45,70,
282,Gardevoir,synchronize,trace,Embrace Pokémon,1.6,48.4,45,5120,"1,250,000 ",Slow,35,White,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Indeterminate,68,65,65,125,115,80,
246,Larvitar,guts,,Rock Skin Pokémon,0.61,71.99,45,10240,"1,250,000 ",Slow,35,Green,90,4,0.5,0.5,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,,Monster,50,64,50,45,50,41,
347,Anorith,battle armor,,Old Shrimp Pokémon,0.71,12.52,45,7680,"600,000 ",Erratic,70,Gray,0,2,0.5,1,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,,Water 3,45,95,50,40,50,75,
029,Nidoran♀,poison point,rivalry,Poison Pin Pokémon,0.41,6.99,235,5120,"1,059,860 ",Medium Slow,70,Blue,90,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Ground,Monster,55,47,52,40,40,41,
066,Machop,guts,no guard,Superpower Pokémon,0.79,19.5,180,5120,"1,059,860 ",Medium Slow,70,Gray,90,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,HumanShape,70,80,50,35,35,35,
281,Kirlia,synchronize,trace,Emotion Pokémon,0.79,20.18,120,5120,"1,250,000 ",Slow,35,White,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Indeterminate,38,35,35,65,55,50,
442,Spiritomb,pressure,,Forbidden Pokémon,0.99,108.0,100,7680,"1,000,000 ",Medium Fast,70,Purple,0,1,0,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,,Indeterminate,50,92,108,92,108,35,
439,Mime Jr.,soundproof,filter,Mime Pokémon,0.61,12.97,145,6400,"1,000,000 ",Medium Fast,70,Pink,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,20,25,45,70,90,60,
137,Porygon,trace,download,Virtual Pokémon,0.79,36.51,45,5120,"1,000,000 ",Medium Fast,70,Pink,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Mineral,65,60,70,85,75,40,
378,Regice,clear body,,Iceberg Pokémon,1.8,175.0,3,20480,"1,250,000 ",Slow,35,Blue,0,1,1,2,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,,80,50,100,100,200,50,
088,Grimer,stench,sticky hold,Sludge Pokémon,0.89,29.94,190,5120,"1,000,000 ",Medium Fast,70,Purple,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Indeterminate,80,80,50,40,50,25,
003,Venusaur,overgrow,,Seed Pokémon,2.01,100.02,45,5120,"1,059,860 ",Medium Slow,70,Green,0,0.5,1,2,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Monster,Plant,80,82,83,100,100,80,
367,Huntail,swift swim,,Deep Sea Pokémon,1.7,26.99,60,5120,"600,000 ",Erratic,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,55,104,105,94,75,52,
009,Blastoise,torrent,,Turtle Pokémon,1.6,85.5,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,0.5,1,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Monster,Water 1,79,83,100,85,105,78,
434,Stunky,stench,aftermath,Skunk Pokémon,0.41,19.19,225,5120,"1,000,000 ",Medium Fast,70,Purple,0,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,,Ground,63,63,47,41,41,74,
041,Zubat,inner focus,,Bat Pokémon,0.79,7.71,255,3840,"1,000,000 ",Medium Fast,70,Purple,90,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,,Flying,40,45,35,30,40,55,
389,Torterra,overgrow,,Continent Pokémon,2.21,310.03,45,5120,"1,059,860 ",Medium Slow,70,Green,0,1,1,2,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,Monster,Plant,95,109,105,75,85,56,
082,Magneton,magnet pull,sturdy,Magnet Pokémon,0.99,59.87,60,5120,"1,000,000 ",Medium Fast,70,Gray,60,1,0.5,2,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,,Mineral,50,60,95,120,70,70,
278,Wingull,keen eye,,Seagull Pokémon,0.61,9.48,190,5120,"1,000,000 ",Medium Fast,70,White,0,0.5,1,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,Flying,Water 1,40,30,30,55,30,85,
206,Dunsparce,serene grace,run away,Land Snake Pokémon,1.5,7.21,190,5120,"1,000,000 ",Medium Fast,70,Yellow,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,100,70,70,65,65,45,
340,Whiscash,oblivious,anticipation,Whiskers Pokémon,0.89,23.59,75,5120,"1,000,000 ",Medium Fast,70,Blue,0,1,1,0.5,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,,Water 2,110,78,73,76,71,60,
313,Volbeat,illuminate,swarm,Firefly Pokémon,0.71,17.69,150,3840,"600,000 ",Erratic,70,Gray,90,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,Bug,HumanShape,65,73,55,47,75,85,
364,Sealeo,thick fat,ice body,Ball Roll Pokémon,1.09,87.59,120,5120,"1,059,860 ",Medium Slow,70,Blue,60,0.5,1,1,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Ground,Water 1,90,60,70,75,70,45,
332,Cacturne,sand veil,,Scarecrow Pokémon,1.3,77.38,60,5120,"1,059,860 ",Medium Slow,35,Green,60,0.5,1,2,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,Plant,HumanShape,70,115,60,115,60,55,
316,Gulpin,liquid ooze,sticky hold,Stomach Pokémon,0.41,10.3,225,5120,"1,640,000 ",Fluctuating,70,Green,120,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Indeterminate,70,43,53,43,53,40,
412,Burmy,shed skin,,Bagworm Pokémon,0.2,3.4,120,3840,"1,000,000 ",Medium Fast,70,Gray,0,1,1,2,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,40,29,45,29,45,36,
038,Ninetales,flash fire,,Fox Pokémon,1.09,19.96,75,5120,"1,000,000 ",Medium Fast,70,Yellow,0,2,1,0.5,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Ground,73,76,75,81,100,100,
210,Granbull,intimidate,quick feet,Fairy Pokémon,1.4,48.72,75,5120,"800,000 ",Fast,70,Purple,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Ground,Fairy,90,120,75,60,60,45,
128,Tauros,intimidate,anger point,Wild Bull Pokémon,1.4,88.41,45,5120,"1,250,000 ",Slow,70,Brown,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,75,100,95,40,70,110,
050,Diglett,sand veil,arena trap,Mole Pokémon,0.2,0.82,255,5120,"1,000,000 ",Medium Fast,70,Brown,120,2,1,1,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Ground,10,55,25,35,45,95,
405,Luxray,rivalry,intimidate,Gleam Eyes Pokémon,1.4,42.0,45,5120,"1,059,860 ",Medium Slow,70,Blue,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Ground,80,120,79,95,79,70,
188,Skiploom,chlorophyll,leaf guard,Cottonweed Pokémon,0.61,1.0,120,5120,"1,059,860 ",Medium Slow,70,Green,90,0.5,1,2,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Plant,Fairy,55,45,50,45,65,80,
140,Kabuto,swift swim,battle armor,Shellfish Pokémon,0.51,11.52,45,7680,"1,000,000 ",Medium Fast,70,Brown,0,1,0.5,0.25,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 3,Water 1,30,80,90,55,45,55,
163,Hoothoot,insomnia,keen eye,Owl Pokémon,0.71,21.18,255,3840,"1,000,000 ",Medium Fast,70,Brown,90,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,60,30,30,36,56,50,
197,Umbreon,synchronize,,Moonlight Pokémon,0.99,26.99,45,8960,"1,000,000 ",Medium Fast,35,Black,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,Ground,95,65,110,60,130,65,
097,Hypno,insomnia,forewarn,Hypnosis Pokémon,1.6,75.61,75,5120,"1,000,000 ",Medium Fast,70,Yellow,60,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,HumanShape,85,73,70,73,115,67,
377,Regirock,clear body,,Rock Peak Pokémon,1.7,230.02,3,20480,"1,250,000 ",Slow,35,Brown,0,2,0.5,0.5,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,,80,100,200,50,100,50,
409,Rampardos,mold breaker,,Head Butt Pokémon,1.6,102.51,45,7680,"600,000 ",Erratic,70,Blue,0,2,0.5,0.5,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,Monster,97,165,60,65,50,58,
424,Ambipom,technician,pickup,Long Tail Pokémon,1.19,20.32,45,5120,"800,000 ",Fast,100,Purple,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Ground,75,100,66,60,66,115,
