number,name,abiliy_1,abiliy_2,hidden_ability,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,flee_flag,entree_forest_level,type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,type_2,egg_group_3,abiliy_3,egg_group_4,abiliy_4,abiliy_5,abiliy_6,abiliy_7,abiliy_8
067,Machoke,guts,no guard,steadfast,Superpower Pokémon,1.5,70.5,90,5120,"1,059,860 ",Medium Slow,70,80,28,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,80,100,70,50,60,45,,,,,,,,,
510,Liepard,limber,unburden,prankster,Cruel Pokémon,1.1,37.5,90,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),158,dark,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,,Field,64,88,50,88,50,106,,,,,,,,,
386,Deoxys,pressure,,,DNA Pokémon,1.7,60.8,3,30720,"1,250,000 ",Slow,0,0,30,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,150,50,150,50,150,,,,,,,,,
386.1,Deoxys_attack,pressure,,,DNA Pokémon,1.7,60.8,3,30720,"1,250,000 ",Slow,0,0,30,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,180,20,180,20,150,,,,,,,,,
386.3,Deoxys_defense,pressure,,,DNA Pokémon,1.7,60.8,3,30720,"1,250,000 ",Slow,0,0,30,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,70,160,70,160,90,,,,,,,,,
386.2,Deoxys_speed,pressure,,,DNA Pokémon,1.7,60.8,3,30720,"1,250,000 ",Slow,0,0,30,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,50,95,90,95,90,180,,,,,,,,,
120,Staryu,illuminate,natural cure,analytic,Starshape Pokémon,0.8,34.5,225,5120,"1,250,000 ",Slow,70,148,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Star Piece - 5%,Water 3,30,45,55,70,55,85,,,,,,,,,
188,Skiploom,chlorophyll,leaf guard,infiltrator,Cottonweed Pokémon,0.6,1.0,120,5120,"1,059,860 ",Medium Slow,70,151,18,grass,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Grass,Fairy,55,45,50,45,65,80,flying,,,,,,,,
304,Aron,sturdy,rock head,heavy metal,Iron Armor Pokémon,0.4,60.0,180,8960,"1,250,000 ",Slow,35,134,10,steel,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,50,70,100,40,40,30,rock,,,,,,,,
225,Delibird,vital spirit,hustle,insomnia,Delivery Pokémon,0.9,16.0,45,5120,"800,000 ",Fast,70,15,10,ice,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,Water 1,Field,45,55,45,65,45,75,flying,,,,,,,,
249,Lugia,pressure,,multiscale,Diving Pokémon,5.2,216.0,3,30720,"1,250,000 ",Slow,0,136,45,psychic,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,,,106,90,130,90,154,110,flying,,,,,,,,
549,Lilligant,chlorophyll,own tempo,leaf guard,Flowering Pokémon,1.1,16.3,75,5120,"1,000,000 ",Medium Fast,70,2 Sp. Attack Point(s),102,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Grass,70,60,75,110,75,90,,,,,,,,,
219,Magcargo,magma armor,flame body,weak armor,Lava Pokémon,0.8,55.0,75,5120,"1,000,000 ",Medium Fast,70,133,38,fire,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,,Amorphous,50,50,120,80,80,30,rock,,,,,,,,
009,Blastoise,torrent,,rain dish,Shellfish Pokémon,1.6,85.5,45,5120,"1,059,860 ",Medium Slow,70,44,36,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Monster,79,83,100,85,105,78,,,,,,,,,
432,Purugly,thick fat,own tempo,defiant,Tiger Cat Pokémon,1.0,43.8,75,5120,"800,000 ",Fast,70,128,38,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,71,82,64,64,59,112,,,,,,,,,
392,Infernape,blaze,,iron fist,Flame Pokémon,1.2,55.0,45,5120,"1,059,860 ",Medium Slow,70,89,36,fire,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,Field,Human-like,76,104,71,104,71,108,fighting,,,,,,,,
325,Spoink,thick fat,own tempo,gluttony,Bounce Pokémon,0.7,30.6,255,5120,"800,000 ",Fast,70,82,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Persim Berry - 50%,Field,60,25,35,70,80,60,,Tanga Berry - 5%,,,,,,,
072,Tentacool,clear body,liquid ooze,rain dish,Jellyfish Pokémon,0.9,45.5,190,5120,"1,250,000 ",Slow,70,44,10,water,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,,Water 3,40,40,35,50,100,70,poison,,,,,,,,
029,Nidoran♀,poison point,rivalry,hustle,Poison Pin Pokémon,0.4,7.0,235,5120,"1,059,860 ",Medium Slow,70,55,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Monster,Field,55,47,52,40,40,41,,,,,,,,,
100,Voltorb,soundproof,static,aftermath,Ball Pokémon,0.5,10.4,190,5120,"1,000,000 ",Medium Fast,70,106,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Mineral,40,30,50,55,55,100,,,,,,,,,
310,Manectric,static,lightningrod,minus,Discharge Pokémon,1.5,40.2,45,5120,"1,250,000 ",Slow,70,58,26,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,70,75,60,105,60,105,,,,,,,,,
475,Gallade,steadfast,,justified,Blade Pokémon,1.6,52.0,45,5120,"1,250,000 ",Slow,35,154,20,psychic,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,,Amorphous,68,125,65,65,115,80,fighting,,,,,,,,
579,Reuniclus,overcoat,magic guard,regenerator,Multiplying Pokémon,1.0,20.1,50,5120,"1,059,860 ",Medium Slow,70,3 Sp. Attack Point(s),144,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Persim Berry - 50%,Amorphous,110,65,75,125,85,30,,No Hold Item,,,,,,,
085,Dodrio,run away,early bird,tangled feet,Triple Bird Pokémon,1.8,85.2,45,5120,"1,000,000 ",Medium Fast,70,77,31,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,60,110,70,60,60,100,flying,,,,,,,,
323,Camerupt,magma armor,solid rock,anger point,Eruption Pokémon,1.9,220.0,150,5120,"1,000,000 ",Medium Fast,70,83,33,fire,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,,Field,70,100,70,105,75,40,ground,,,,,,,,
481,Mesprit,levitate,,,Emotion Pokémon,0.3,0.3,3,20480,"1,250,000 ",Slow,140,0,50,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,80,105,105,105,105,80,,,,,,,,,
473,Mamoswine,oblivious,snow cloak,thick fat,Twin Tusk Pokémon,2.5,291.0,50,5120,"1,250,000 ",Slow,70,47,34,ice,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,,Field,110,130,80,70,60,80,ground,,,,,,,,
116,Horsea,swift swim,sniper,damp,Dragon Pokémon,0.4,8.0,225,5120,"1,000,000 ",Medium Fast,70,6,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Dragon,30,40,70,70,25,60,,,,,,,,,
472,Gliscor,hyper cutter,sand veil,poison heal,Fang Scorp Pokémon,2.0,42.5,30,5120,"1,059,860 ",Medium Slow,70,90,10,ground,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,,Bug,75,95,125,45,75,95,flying,,,,,,,,
306,Aggron,sturdy,rock head,heavy metal,Iron Armor Pokémon,2.1,360.0,45,8960,"1,250,000 ",Slow,35,134,42,steel,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,70,110,180,60,60,50,rock,,,,,,,,
127,Pinsir,hyper cutter,mold breaker,moxie,Stagbeetle Pokémon,1.5,55.0,45,6400,"1,250,000 ",Slow,70,153,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,65,125,100,55,70,85,,,,,,,,,
196,Espeon,synchronize,,magic bounce,Sun Pokémon,0.9,26.5,45,8960,"1,000,000 ",Medium Fast,70,156,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Field,65,65,60,130,95,110,,,,,,,,,
208,Steelix,rock head,sturdy,sheer force,Iron Snake Pokémon,9.2,400.0,25,6400,"1,000,000 ",Medium Fast,70,125,10,steel,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,,Mineral,75,85,200,55,65,30,ground,,,,,,,,
099,Kingler,hyper cutter,shell armor,sheer force,Pincer Pokémon,1.3,60.0,60,5120,"1,000,000 ",Medium Fast,70,125,28,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 3,55,130,115,50,50,75,,,,,,,,,
016,Pidgey,keen eye,tangled feet,big pecks,Tiny Bird Pokémon,0.3,1.8,255,3840,"1,059,860 ",Medium Slow,70,145,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,40,45,40,35,35,56,flying,,,,,,,,
094,Gengar,levitate,,,Shadow Pokémon,1.5,40.5,45,5120,"1,059,860 ",Medium Slow,70,0,25,ghost,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,,Amorphous,60,65,60,130,75,110,poison,,,,,,,,
342,Crawdaunt,hyper cutter,shell armor,adaptability,Rogue Pokémon,1.1,32.8,155,3840,"1,640,000 ",Fluctuating,70,91,30,water,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,Water 1,Water 3,63,120,85,90,55,55,dark,,,,,,,,
593,Jellicent,water absorb,cursed body,damp,Floating Pokémon,2.2,135.0,60,5120,"1,000,000 ",Medium Fast,70,2 Sp. Defense Point(s),6,water,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,,Amorphous,100,60,70,85,105,60,ghost,,,,,,,,
226,Mantine,swift swim,water absorb,water veil,Kite Pokémon,2.1,220.0,25,6400,"1,250,000 ",Slow,70,41,10,water,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,,Water 1,65,40,70,80,140,70,flying,,,,,,,,
408,Cranidos,mold breaker,,sheer force,Head Butt Pokémon,0.9,31.5,45,7680,"600,000 ",Erratic,70,125,10,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,Monster,67,125,40,30,30,58,,,,,,,,,
637,Volcarona,flame body,,swarm,Sun Pokémon,1.6,46.0,15,10240,"1,250,000 ",Slow,70,3 Sp. Attack Point(s),68,bug,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,,Bug,85,60,65,135,105,100,fire,,,,,,,,
242,Blissey,natural cure,serene grace,healer,Happiness Pokémon,1.5,46.8,30,10240,"800,000 ",Fast,140,131,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Fairy,255,10,10,75,135,55,,,,,,,,,
309,Electrike,static,lightningrod,minus,Lightning Pokémon,0.6,15.2,120,5120,"1,250,000 ",Slow,70,58,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,40,45,40,65,40,65,,,,,,,,,
313,Volbeat,illuminate,swarm,prankster,Firefly Pokémon,0.7,17.7,150,3840,"600,000 ",Erratic,70,158,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,Bug,Human-like,65,73,55,47,75,85,,,,,,,,,
300,Skitty,cute charm,normalize,wonder skin,Kitten Pokémon,0.6,11.0,255,3840,"800,000 ",Fast,70,147,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,Fairy,50,45,45,35,35,50,,Pecha Berry - 50%,,Leppa Berry - 5%,,,,,
357,Tropius,chlorophyll,solar power,harvest,Fruit Pokémon,2.0,100.0,200,6400,"1,250,000 ",Slow,70,139,10,grass,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,Grass,Monster,99,68,83,72,87,51,flying,,,,,,,,
518,Musharna,forewarn,synchronize,telepathy,Drowsing Pokémon,1.1,60.5,75,2560,"800,000 ",Fast,70,2 HP Point(s),140,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Field,116,55,85,107,95,29,,,,,,,,,
554,Darumaka,hustle,,inner focus,Zen Charm Pokémon,0.6,37.5,120,5120,"1,059,860 ",Medium Slow,70,1 Attack Point(s),39,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Field,70,90,45,15,45,50,,,,,,,,,
587,Emolga,static,,motor drive,Sky Squirrel Pokémon,0.4,5.0,200,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),78,electric,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,,Field,55,75,60,75,60,103,flying,,,,,,,,
318,Carvanha,rough skin,,speed boost,Savage Pokémon,0.8,20.8,225,5120,"1,250,000 ",Slow,35,3,10,water,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,,Water 2,45,90,20,65,20,65,dark,,,,,,,,
615,Cryogonal,levitate,,,Crystallizing Pokémon,1.1,148.0,25,6400,"1,000,000 ",Medium Fast,70,2 Sp. Defense Point(s),0,ice,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,Mineral,70,50,30,95,135,105,,,,,,,,,
330,Flygon,levitate,,,Mystic Pokémon,2.0,82.0,45,5120,"1,059,860 ",Medium Slow,70,26,45,ground,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,,Bug,80,100,80,80,80,100,dragon,,,,,,,,
024,Arbok,intimidate,shed skin,unnerve,Cobra Pokémon,3.5,65.0,90,5120,"1,000,000 ",Medium Fast,70,127,22,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Field,Dragon,60,85,69,65,79,80,,,,,,,,,
542,Leavanny,swarm,chlorophyll,overcoat,Nurturing Pokémon,1.2,20.5,45,3840,"1,059,860 ",Medium Slow,70,3 Attack Point(s),142,bug,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,,Bug,75,103,80,70,70,92,grass,,,,,,,,
236,Tyrogue,guts,steadfast,vital spirit,Scuffle Pokémon,0.7,21.0,75,6400,"1,000,000 ",Medium Fast,70,72,10,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,,35,35,35,35,35,35,,,,,,,,,
398,Staraptor,intimidate,,reckless,Predator Pokémon,1.2,24.9,45,3840,"1,059,860 ",Medium Slow,70,120,34,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,85,120,70,50,50,100,flying,,,,,,,,
278,Wingull,keen eye,,rain dish,Seagull Pokémon,0.6,9.5,190,5120,"1,000,000 ",Medium Fast,70,44,10,water,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,Flying,Water 1,40,30,30,55,30,85,flying,,,,,,,,
638,Cobalion,justified,,,Iron Will Pokémon,2.1,250.0,3,20480,"1,250,000 ",Slow,35,3 Defense Point(s),0,steel,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,0.5,0.5,0.25,0.5,,,91,90,129,90,72,108,fighting,,,,,,,,
380,Latias,levitate,,,Eon Pokémon,1.4,40.0,3,30720,"1,250,000 ",Slow,90,0,40,dragon,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,,,80,80,90,110,130,110,psychic,,,,,,,,
205,Forretress,sturdy,,overcoat,Bagworm Pokémon,1.2,125.8,75,5120,"1,000,000 ",Medium Fast,70,142,31,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,75,90,140,60,60,40,steel,,,,,,,,
614,Beartic,snow cloak,,swift swim,Freezing Pokémon,2.6,260.0,60,5120,"1,000,000 ",Medium Fast,70,2 Attack Point(s),33,ice,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,Field,95,110,80,70,80,50,,,,,,,,,
631,Heatmor,gluttony,flash fire,white smoke,Anteater Pokémon,1.4,58.0,90,5120,"1,000,000 ",Medium Fast,70,2 Sp. Attack Point(s),73,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Field,Flame Orb - 1%(Dark Grass),85,97,66,105,66,65,,No Hold Item,,,,,,,
091,Cloyster,shell armor,skill link,overcoat,Bivalve Pokémon,1.5,132.5,60,5120,"1,250,000 ",Slow,70,142,10,water,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Water 3,Big Pearl - 5%,50,95,180,85,45,70,ice,,,,,,,,
071,Victreebel,chlorophyll,,gluttony,Flycatcher Pokémon,1.7,15.5,45,5120,"1,059,860 ",Medium Slow,70,82,21,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Grass,80,105,65,100,60,70,poison,,,,,,,,
378,Regice,clear body,,ice body,Iceberg Pokémon,1.8,175.0,3,20480,"1,250,000 ",Slow,35,115,30,ice,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,,80,50,100,100,200,50,,,,,,,,,
417,Pachirisu,run away,pickup,volt absorb,EleSquirrel Pokémon,0.4,3.9,200,2560,"1,000,000 ",Medium Fast,100,10,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Field,Fairy,60,45,70,45,90,95,,,,,,,,,
499,Pignite,blaze,,thick fat,Fire Pig Pokémon,1.0,55.5,45,5120,"1,059,860 ",Medium Slow,70,2 Attack Point(s),47,fire,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,,Field,90,93,55,70,55,55,fighting,,,,,,,,
149,Dragonite,inner focus,,multiscale,Dragon Pokémon,2.2,210.0,45,10240,"1,250,000 ",Slow,35,136,55,dragon,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,Water 1,Dragon,91,134,95,100,100,80,flying,,,,,,,,
066,Machop,guts,no guard,steadfast,Superpower Pokémon,0.8,19.5,180,5120,"1,059,860 ",Medium Slow,70,80,10,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,70,80,50,35,35,35,,,,,,,,,
484,Palkia,pressure,,telepathy,Spatial Pokémon,4.2,336.0,30,30720,"1,250,000 ",Slow,0,140,47,water,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,,,90,120,100,150,120,100,dragon,,,,,,,,
384,Rayquaza,air lock,,,Sky High Pokémon,7.0,206.5,3,30720,"1,250,000 ",Slow,0,0,50,dragon,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,,,105,150,90,150,90,95,flying,,,,,,,,
118,Goldeen,swift swim,water veil,lightningrod,Goldfish Pokémon,0.6,15.0,225,5120,"1,000,000 ",Medium Fast,70,31,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 2,45,67,60,35,50,63,,,,,,,,,
096,Drowzee,insomnia,forewarn,inner focus,Hypnosis Pokémon,1.0,32.4,190,5120,"1,000,000 ",Medium Fast,70,39,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Human-like,60,48,45,43,90,42,,,,,,,,,
582,Vanillite,ice body,,weak armor,Fresh Snow Pokémon,0.4,5.7,255,5120,"1,250,000 ",Slow,70,1 Sp. Attack Point(s),133,ice,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,,Mineral,36,50,50,65,60,44,,,,,,,,,
210,Granbull,intimidate,quick feet,rattled,Fairy Pokémon,1.4,48.7,75,5120,"800,000 ",Fast,70,155,23,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,Fairy,90,120,75,60,60,45,,,,,,,,,
168,Ariados,swarm,insomnia,sniper,Long Leg Pokémon,1.1,33.5,90,3840,"800,000 ",Fast,70,97,22,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,70,90,70,60,60,40,poison,,,,,,,,
216,Teddiursa,pickup,quick feet,honey gather,Little Bear Pokémon,0.6,8.8,120,5120,"1,000,000 ",Medium Fast,70,118,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,60,80,50,50,50,40,,,,,,,,,
438,Bonsly,sturdy,rock head,rattled,Bonsai Pokémon,0.5,15.0,255,5120,"1,000,000 ",Medium Fast,70,155,10,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,,50,80,95,10,45,10,,,,,,,,,
092,Gastly,levitate,,,Gas Pokémon,1.3,0.1,190,5120,"1,059,860 ",Medium Slow,70,0,10,ghost,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,,Amorphous,30,35,30,100,35,80,poison,,,,,,,,
182,Bellossom,chlorophyll,,healer,Flower Pokémon,0.4,5.8,45,5120,"1,059,860 ",Medium Slow,70,131,21,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Grass,75,80,85,90,100,50,,,,,,,,,
284,Masquerain,intimidate,,unnerve,Eyeball Pokémon,0.8,3.6,75,3840,"1,000,000 ",Medium Fast,70,127,22,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,Water 1,Bug,70,60,62,80,82,60,flying,,,,,,,,
020,Raticate,run away,guts,hustle,Mouse Pokémon,0.7,18.5,127,3840,"1,000,000 ",Medium Fast,70,55,20,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,,55,81,60,50,70,97,,Chilan Berry - 5%,,,,,,,
636,Larvesta,flame body,,swarm,Torch Pokémon,1.1,28.8,45,10240,"1,250,000 ",Slow,70,1 Attack Point(s),68,bug,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,,Bug,55,85,55,50,55,60,fire,,,,,,,,
410,Shieldon,sturdy,,soundproof,Shield Pokémon,0.5,57.0,45,7680,"600,000 ",Erratic,70,43,10,rock,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1,,Monster,30,42,118,42,88,30,steel,,,,,,,,
367,Huntail,swift swim,,water veil,Deep Sea Pokémon,1.7,27.0,60,5120,"600,000 ",Erratic,70,41,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Water 1,55,104,105,94,75,52,,,,,,,,,
288,Vigoroth,vital spirit,,,Wild Monkey Pokémon,1.4,46.5,120,3840,"1,250,000 ",Slow,70,0,18,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,80,80,80,55,55,90,,,,,,,,,
106,Hitmonlee,limber,reckless,unburden,Kicking Pokémon,1.5,49.8,45,6400,"1,000,000 ",Medium Fast,70,84,20,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,50,120,53,35,110,87,,,,,,,,,
562,Yamask,mummy,,,Spirit Pokémon,0.5,1.5,190,6400,"1,000,000 ",Medium Fast,70,1 Defense Point(s),0,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,Mineral,Amorphous,38,30,85,55,65,30,,,,,,,,,
599,Klink,plus,minus,clear body,Gear Pokémon,0.3,21.0,130,5120,"1,059,860 ",Medium Slow,70,1 Defense Point(s),29,steel,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,Mineral,40,55,70,45,60,30,,,,,,,,,
425,Drifloon,aftermath,unburden,flare boost,Balloon Pokémon,0.4,1.2,125,7680,"1,640,000 ",Fluctuating,70,138,10,ghost,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,,Amorphous,90,50,34,60,44,70,flying,,,,,,,,
299,Nosepass,sturdy,magnet pull,sand force,Compass Pokémon,1.0,97.0,255,5120,"1,000,000 ",Medium Fast,70,159,10,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,Mineral,30,45,135,45,90,30,,,,,,,,,
431,Glameow,limber,own tempo,keen eye,Catty Pokémon,0.5,3.9,190,5120,"800,000 ",Fast,70,51,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,49,55,42,42,37,85,,,,,,,,,
268,Cascoon,shed skin,,,Cocoon Pokémon,0.7,11.5,120,3840,"1,000,000 ",Medium Fast,70,61,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,50,35,55,25,25,15,,,,,,,,,
276,Taillow,guts,,scrappy,TinySwallow Pokémon,0.3,2.3,200,3840,"1,059,860 ",Medium Slow,70,113,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,40,55,30,30,30,85,flying,,,,,,,,
134,Vaporeon,water absorb,,hydration,Bubble Jet Pokémon,1.0,29.0,45,8960,"1,000,000 ",Medium Fast,70,93,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Field,130,65,60,110,95,65,,,,,,,,,
314,Illumise,oblivious,tinted lens,prankster,Firefly Pokémon,0.6,17.7,150,3840,"1,640,000 ",Fluctuating,70,158,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,Bug,Human-like,65,47,55,73,75,85,,,,,,,,,
117,Seadra,poison point,sniper,damp,Dragon Pokémon,1.2,25.0,75,5120,"1,000,000 ",Medium Fast,70,6,32,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Dragon,55,65,95,95,45,85,,,,,,,,,
559,Scraggy,shed skin,moxie,intimidate,Shedding Pokémon,0.6,11.8,180,3840,"1,000,000 ",Medium Fast,35,1 Attack Point(s),22,dark,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,Field,Dragon,50,75,70,35,70,48,fighting,,,,,,,,
283,Surskit,swift swim,,rain dish,Pond Skater Pokémon,0.5,1.7,200,3840,"1,000,000 ",Medium Fast,70,44,10,bug,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,Water 1,Bug,40,30,32,50,52,65,water,,,,,,,,
